namespace,ConceptScheme,title@de,description@de,creator,publisher,license,rights,contributor,subject@de
https://www.w3id.org/archlink/terms/,https://www.w3id.org/archlink/terms/conservationthesaurus,Konservierungs- und Restaurierungsfachthesaurus für archäologische Kulturgüter,"Der Fachthesaurus umfasst eine Vielzahl von deutschen und englischen Begriffen, die für die Zustandserfassung und die Beschreibung von Konservierungs- und Restaurierungsmaßnahmen archäologischer Kulturgüter relevant sind. Dazu gehören auch die Bezeichnungen der benötigten Materialien und Werkzeuge sowie die beschreibenden Begriffe für technologische Auswertungen hinsichtlich der Herstellungstechnik und des Gebrauchs der Objekte.  Dieser Thesaurus ist eine umfassende Sammlung der in der Praxis verwendeten Terminologie zur Beschreibung der durchgeführten Konservierungs- und Restaurierungsprozesse, wie sie im Kompetenzbereich “Restaurierung, Konservierung und Materialanalytik” am Leibniz-Zentrum für Archäologie (LEIZA) verwendet wird.",Kristina Fischer,Leibniz-Zentrum für Archäologie (LEIZA),https://creativecommons.org/licenses/by/4.0/,CC BY 4.0,Kristina Fischer|Lasse Mempel-Länger|Waldemar Muskalla|Dr. Ingrid Stelzner|Matthias Heinzel|Christian Eckmann|Heidrun Hochgesand|Katja Broschat|Leslie Pluntke|Markus Wittköpper|Marlene Schmucker|Prof. Dr. Roland Schwab|Rüdiger Lehnert|Ulrike Lehnert|Stephan Patscher|Lena Klar,Konservierung|Restaurierung|Archäologie
